Wall time,Step,Value
1775448658.0423975,3652,21.0
1775448708.3349905,3653,21.0
1775448754.4686184,3654,21.0
1775448821.954633,3655,21.0
1775448873.2613747,3656,13.0
1775448941.2409785,3657,21.0
1775449000.225885,3658,20.0
1775449045.9380782,3659,21.0
1775449113.7312756,3660,18.0
1775449174.2282867,3661,13.0
1775449237.7484004,3662,21.0
1775449295.9776974,3663,21.0
1775449349.470127,3664,21.0
1775449412.8805146,3665,21.0
1775449486.7577658,3666,20.0
1775449541.07925,3667,21.0
1775449596.9809127,3668,21.0
1775449657.8271375,3669,21.0
1775449714.254181,3670,21.0
1775449775.7305148,3671,21.0
1775449820.3916836,3672,21.0
1775449883.8746715,3673,21.0
1775449950.4825976,3674,21.0
1775449993.9579012,3675,21.0
1775450045.9653642,3676,21.0
1775450113.06552,3677,21.0
1775450170.6457932,3678,21.0
1775450223.1991322,3679,21.0
1775450277.8903818,3680,21.0
1775450340.46035,3681,21.0
1775450390.4196093,3682,21.0
1775450443.2556293,3683,21.0
1775450503.4870732,3684,21.0
1775450550.3499496,3685,21.0
1775450610.9201667,3686,21.0
1775450663.2673635,3687,21.0
1775450724.187946,3688,21.0
1775450789.6959918,3689,21.0
1775450845.1356287,3690,21.0
1775450906.2105913,3691,21.0
1775450944.2002678,3692,21.0
1775450987.5234644,3693,21.0
1775451041.389587,3694,21.0
1775451101.6894693,3695,21.0
1775451179.4563825,3696,20.0
1775451233.6868463,3697,21.0
1775451303.5801373,3698,21.0
1775451359.7240329,3699,21.0
1775451422.5787642,3700,21.0
1775451475.274684,3701,18.0
1775451536.3989973,3702,19.0
1775451587.1403813,3703,21.0
1775451637.2067833,3704,21.0
1775451711.2884183,3705,20.0
1775451779.1827407,3706,18.0
1775451824.292029,3707,21.0
1775451879.8930922,3708,21.0
1775451941.9102445,3709,21.0
1775451995.385712,3710,21.0
1775452055.5478165,3711,21.0
1775452125.9798286,3712,21.0
1775452187.1487243,3713,21.0
1775452240.2330773,3714,14.0
1775452299.5968144,3715,21.0
1775452364.8170497,3716,21.0
1775452441.7532969,3717,21.0
1775452521.841537,3718,21.0
1775452583.0928388,3719,21.0
1775452662.0759296,3720,21.0
1775452723.5067847,3721,17.0
1775452784.3388038,3722,19.0
1775452860.0512676,3723,21.0
1775452916.955206,3724,21.0
1775452989.8252978,3725,18.0
1775453049.8416486,3726,21.0
1775453126.841161,3727,21.0
1775453192.3995423,3728,19.0
1775453249.838085,3729,21.0
1775453317.2910333,3730,21.0
1775453376.2005138,3731,21.0
1775453440.1832101,3732,21.0
1775453502.067116,3733,21.0
1775453568.843041,3734,21.0
1775453626.411663,3735,21.0
1775453682.1255078,3736,21.0
1775453741.7798862,3737,21.0
1775453816.320706,3738,19.0
1775453877.4339237,3739,21.0
1775453923.2708714,3740,21.0
1775453970.6507776,3741,21.0
1775454024.0826962,3742,21.0
1775454094.8483684,3743,21.0
1775454150.9983416,3744,21.0
1775454228.140322,3745,21.0
1775454293.9971507,3746,21.0
1775454369.072136,3747,21.0
1775454450.6385777,3748,20.0
1775454505.4287243,3749,21.0
1775454559.0727715,3750,21.0
1775454625.3208983,3751,21.0
1775454678.3887515,3752,21.0
1775454734.834893,3753,21.0
1775454804.3345854,3754,21.0
1775454862.652325,3755,21.0
1775454915.2032814,3756,21.0
1775454979.7466989,3757,21.0
1775455040.3650033,3758,21.0
1775455080.5397792,3759,21.0
1775455142.3585916,3760,21.0
1775455187.2331598,3761,21.0
1775455256.9722908,3762,16.0
1775455328.2514446,3763,21.0
1775455389.2951024,3764,21.0
1775455452.4822319,3765,21.0
1775455521.987166,3766,21.0
1775455592.3533642,3767,20.0
1775455663.4150028,3768,21.0
1775455732.1071482,3769,18.0
1775455806.00834,3770,20.0
1775455859.720727,3771,21.0
1775455934.1869407,3772,21.0
1775455992.8715487,3773,21.0
1775456052.2311785,3774,21.0
1775456125.3959272,3775,21.0
1775456195.871527,3776,21.0
1775456255.1327205,3777,21.0
1775456324.5595422,3778,19.0
1775456401.6061118,3779,21.0
1775456477.4013784,3780,21.0
1775456545.618467,3781,21.0
1775456612.1991282,3782,21.0
1775456691.6679082,3783,21.0
1775456754.6837351,3784,21.0
1775456812.6245537,3785,21.0
1775456886.7526126,3786,21.0
1775456941.16307,3787,21.0
1775457003.8668065,3788,21.0
1775457066.043294,3789,21.0
1775457134.6286197,3790,21.0
1775457189.6640286,3791,21.0
1775457252.2847586,3792,21.0
1775457316.9889312,3793,21.0
1775457377.0852687,3794,21.0
1775457429.490503,3795,21.0
1775457496.1435273,3796,21.0
1775457555.7259638,3797,21.0
1775457617.4701135,3798,21.0
1775457676.4800289,3799,21.0
1775457743.850221,3800,21.0
1775457798.8147216,3801,21.0
1775457864.814264,3802,21.0
1775457916.293476,3803,21.0
1775457977.3680487,3804,21.0
1775458047.1391406,3805,20.0
1775458113.8628092,3806,17.0
1775458183.7079144,3807,19.0
1775458242.2441115,3808,21.0
1775458308.827801,3809,21.0
1775458361.3602335,3810,21.0
1775458433.635357,3811,21.0
1775458509.5838318,3812,21.0
1775458571.2428772,3813,21.0
1775458645.3350585,3814,21.0
1775458719.2209163,3815,21.0
1775458765.211281,3816,21.0
1775458822.2962759,3817,21.0
1775458883.1443188,3818,18.0
1775458941.9079268,3819,18.0
1775458995.242803,3820,19.0
1775459051.2212212,3821,15.0
1775459101.264434,3822,15.0
1775459160.1893368,3823,21.0
1775459214.537414,3824,21.0
1775459279.3532903,3825,17.0
1775459335.530754,3826,21.0
1775459397.9379237,3827,19.0
1775459453.0278597,3828,21.0
1775459502.6834965,3829,21.0
1775459562.9179583,3830,16.0
1775459619.9990923,3831,19.0
1775459668.925204,3832,17.0
1775459722.687343,3833,21.0
1775459766.796074,3834,21.0
1775459831.754617,3835,17.0
1775459895.3903646,3836,20.0
1775459958.7709882,3837,21.0
1775460012.606053,3838,14.0
1775460082.0778427,3839,21.0
1775460127.8358245,3840,14.0
1775460171.6691895,3841,14.0
1775460214.087894,3842,21.0
1775460258.376757,3843,15.0
1775460316.9171896,3844,16.0
1775460368.9597898,3845,15.0
1775460427.9861712,3846,21.0
1775460489.851239,3847,18.0
1775460543.132318,3848,21.0
1775460606.3258724,3849,18.0
1775460668.8044543,3850,20.0
1775460716.8113787,3851,21.0
1775460777.5551875,3852,21.0
1775460830.7874665,3853,21.0
1775460897.426697,3854,21.0
1775460944.5152383,3855,21.0
1775460995.558379,3856,21.0
1775461044.3670723,3857,21.0
1775461115.0159671,3858,18.0
1775461166.7526805,3859,21.0
1775461231.266027,3860,21.0
1775461286.3661573,3861,21.0
1775461348.9450245,3862,21.0
1775461405.3233027,3863,21.0
1775461464.5115244,3864,21.0
1775461532.1441185,3865,21.0
1775461578.8202689,3866,21.0
1775461653.5443964,3867,21.0
1775461729.9288828,3868,21.0
1775461784.9830089,3869,21.0
1775461832.7570105,3870,21.0
1775461894.3299308,3871,21.0
1775461960.2083588,3872,21.0
1775462028.539974,3873,21.0
1775462094.387199,3874,21.0
1775462162.6875825,3875,21.0
1775462224.4241881,3876,21.0
1775462285.0502286,3877,21.0
1775462354.294773,3878,18.0
1775462420.5870905,3879,21.0
1775462502.8739886,3880,21.0
1775462559.9487228,3881,21.0
1775462625.9267612,3882,21.0
1775462681.6257913,3883,21.0
1775462751.9234128,3884,21.0
1775462816.4037294,3885,21.0
1775462882.7735736,3886,21.0
