Wall time,Step,Value
1775417722.4888828,3112,1194.0
1775417758.3975859,3113,1302.0
1775417796.8763766,3114,1433.0
1775417824.4615178,3115,1114.0
1775417865.7328112,3116,1547.0
1775417896.4637916,3117,1168.0
1775417928.3669553,3118,1175.0
1775417967.3692842,3119,1422.0
1775417988.6464055,3120,833.0
1775418019.4317465,3121,1200.0
1775418054.8505132,3122,1375.0
1775418088.9104521,3123,1316.0
1775418114.4582815,3124,919.0
1775418152.1997576,3125,1450.0
1775418185.9265594,3126,1276.0
1775418216.097843,3127,1156.0
1775418252.4591937,3128,1337.0
1775418283.167186,3129,1197.0
1775418327.2939942,3130,1711.0
1775418358.552019,3131,1227.0
1775418391.9766214,3132,1279.0
1775418420.8600495,3133,1085.0
1775418452.7091079,3134,1209.0
1775418478.0015392,3135,1001.0
1775418497.1814232,3136,799.0
1775418518.6631668,3137,833.0
1775418542.0609808,3138,912.0
1775418581.9935043,3139,1506.0
1775418618.8065922,3140,1402.0
1775418643.7600133,3141,1008.0
1775418678.5322986,3142,1295.0
1775418712.6645627,3143,1287.0
1775418761.5199096,3144,1896.0
1775418786.533755,3145,938.0
1775418828.3323438,3146,1546.0
1775418863.820276,3147,1304.0
1775418894.2547252,3148,1151.0
1775418926.656617,3149,1183.0
1775418964.6214778,3150,1403.0
1775419015.8606985,3151,1866.0
1775419041.8375812,3152,973.0
1775419078.6346562,3153,1356.0
1775419115.6514754,3154,1361.0
1775419140.0860353,3155,929.0
1775419182.4395542,3156,1438.0
1775419229.4030619,3157,1592.0
1775419274.0957005,3158,1543.0
1775419317.585661,3159,1559.0
1775419362.5178602,3160,1611.0
1775419390.610758,3161,1014.0
1775419426.9422498,3162,1347.0
1775419465.1805758,3163,1530.0
1775419502.1147392,3164,1394.0
1775419534.2370667,3165,1315.0
1775419572.865429,3166,1413.0
1775419617.451507,3167,1729.0
1775419659.846092,3168,1597.0
1775419701.0854735,3169,1606.0
1775419743.0216563,3170,1506.0
1775419779.301423,3171,1310.0
1775419812.3829198,3172,1263.0
1775419843.604999,3173,1103.0
1775419884.8902717,3174,1453.0
1775419915.6432018,3175,1164.0
1775419954.969701,3176,1610.0
1775419994.747928,3177,1497.0
1775420025.137257,3178,1155.0
1775420068.489493,3179,1644.0
1775420092.320582,3180,965.0
1775420117.4918036,3181,1026.0
1775420161.3036685,3182,1731.0
1775420193.8432906,3183,1219.0
1775420232.0535352,3184,1376.0
1775420271.688373,3185,1451.0
1775420301.6553726,3186,1185.0
1775420324.352548,3187,868.0
1775420345.2972164,3188,826.0
1775420387.5415695,3189,1591.0
1775420432.4547772,3190,1628.0
1775420468.1697366,3191,1313.0
1775420492.095092,3192,989.0
1775420532.3559752,3193,1486.0
1775420567.1466162,3194,1329.0
1775420597.2891226,3195,1115.0
1775420632.2303019,3196,1392.0
1775420681.909024,3197,1718.0
1775420732.2639978,3198,1794.0
1775420780.9592674,3199,1754.0
1775420843.2282012,3200,2194.0
1775420894.2152715,3201,1805.0
1775420938.6292489,3202,1554.0
1775420978.8088062,3203,1453.0
1775421028.051142,3204,1745.0
1775421063.5683992,3205,1278.0
1775421105.0991051,3206,1458.0
1775421134.6851814,3207,1119.0
1775421180.022491,3208,1742.0
1775421220.057118,3209,1495.0
1775421248.451893,3210,1138.0
1775421287.2109454,3211,1428.0
1775421321.1789694,3212,1249.0
1775421375.404391,3213,1922.0
1775421411.9184182,3214,1377.0
1775421448.7363942,3215,1322.0
1775421480.1978385,3216,1179.0
1775421516.9127798,3217,1382.0
1775421573.6516998,3218,2004.0
1775421599.1067243,3219,906.0
1775421646.9257724,3220,1681.0
1775421698.1615381,3221,1790.0
1775421741.8331907,3222,1638.0
1775421773.3075821,3223,1192.0
1775421807.7705688,3224,1262.0
1775421842.7527783,3225,1374.0
1775421881.222694,3226,1425.0
1775421920.749715,3227,1431.0
1775421980.5864754,3228,2084.0
1775422025.611775,3229,1598.0
1775422074.6042824,3230,1772.0
1775422126.2333171,3231,1869.0
1775422174.981016,3232,1747.0
1775422222.4969766,3233,1737.0
1775422266.6155682,3234,1633.0
1775422308.0813835,3235,1526.0
1775422357.5415485,3236,1819.0
1775422393.2902284,3237,1245.0
1775422446.259632,3238,1925.0
1775422500.6070323,3239,1932.0
1775422546.7888267,3240,1634.0
1775422593.4814632,3241,1671.0
1775422648.6513486,3242,1970.0
1775422693.096959,3243,1597.0
1775422737.939071,3244,1562.0
1775422792.3008246,3245,1950.0
1775422851.0023673,3246,2052.0
1775422885.4714735,3247,1263.0
1775422933.8512661,3248,1796.0
1775422971.1825643,3249,1359.0
1775423005.2031798,3250,1299.0
1775423038.835329,3251,1246.0
1775423094.5862844,3252,2001.0
1775423138.0142052,3253,1672.0
1775423185.1675594,3254,1704.0
1775423230.3431063,3255,1698.0
1775423271.6691546,3256,1557.0
1775423323.3529932,3257,1868.0
1775423365.5780165,3258,1581.0
1775423411.973342,3259,1709.0
1775423462.9812422,3260,1851.0
1775423511.5006332,3261,1799.0
1775423548.4298286,3262,1339.0
1775423606.6358428,3263,2099.0
1775423657.5788467,3264,1836.0
1775423697.0676298,3265,1469.0
1775423747.5594666,3266,1751.0
1775423788.6301303,3267,1570.0
1775423835.300503,3268,1669.0
1775423884.6768224,3269,1762.0
1775423922.4539883,3270,1391.0
1775423976.3058252,3271,2007.0
1775424022.2806349,3272,1721.0
1775424067.8851197,3273,1709.0
1775424113.4283342,3274,1597.0
1775424163.7729437,3275,1885.0
1775424215.435121,3276,1850.0
1775424276.8858128,3277,2161.0
1775424314.1893096,3278,1405.0
1775424370.6572928,3279,2025.0
1775424408.9215002,3280,1392.0
1775424464.4274344,3281,2053.0
1775424518.1611671,3282,1929.0
1775424575.9424317,3283,2125.0
1775424615.542167,3284,1525.0
1775424661.1511385,3285,1721.0
1775424708.966373,3286,1790.0
1775424755.5806994,3287,1718.0
1775424811.3723652,3288,2079.0
1775424865.0155811,3289,1865.0
1775424917.4764283,3290,1963.0
1775424972.0813468,3291,1996.0
1775425021.8425057,3292,1844.0
1775425066.459891,3293,1671.0
1775425106.6945639,3294,1486.0
1775425154.3956153,3295,1800.0
1775425208.9892159,3296,1981.0
1775425262.2053342,3297,1954.0
1775425304.7676537,3298,1637.0
1775425340.3587823,3299,1405.0
1775425376.9030826,3300,1436.0
1775425412.2761853,3301,1332.0
1775425453.8837216,3302,1610.0
1775425503.5868227,3303,1878.0
1775425547.8038087,3304,1595.0
1775425612.368765,3305,2213.0
1775425665.7497506,3306,1938.0
1775425707.2838511,3307,1612.0
1775425746.6406946,3308,1524.0
1775425793.3490837,3309,1700.0
1775425827.3919194,3310,1336.0
1775425874.36622,3311,1678.0
1775425906.5392585,3312,1265.0
1775425952.2651215,3313,1705.0
1775426005.3189187,3314,1861.0
1775426033.6213462,3315,1092.0
1775426081.8547482,3316,1743.0
1775426132.0753555,3317,1757.0
1775426183.008766,3318,1848.0
1775426238.632954,3319,1960.0
1775426269.5064876,3320,1145.0
1775426322.1517677,3321,1853.0
1775426379.829456,3322,2128.0
1775426442.1009743,3323,2259.0
1775426495.1392887,3324,1978.0
1775426530.7624865,3325,1390.0
1775426583.0532782,3326,1914.0
1775426628.6185431,3327,1650.0
